year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mt8bw176489,tx,38.0,44777.0,—,black,nissan-infiniti lt,13600.0,14000.0,Wed Jan 07 2015 10:30:00 GMT-0800 (PST)
2011,Ram,2500,Laramie Longhorn Edition,Crew Cab,automatic,3d7tt2ct0bg625704,ut,34.0,60453.0,gray,gray,fifth third bank,28600.0,26300.0,Wed Jan 28 2015 03:30:00 GMT-0800 (PST)
2011,Nissan,Titan,SL,Crew Cab,automatic,1n6aa0ec1bn314781,pa,41.0,55360.0,blue,black,wissler motors inc,24000.0,24800.0,Tue Dec 23 2014 09:00:00 GMT-0800 (PST)
2011,Nissan,Sentra,2,Sedan,automatic,3n1ab6ap1bl678990,ga,23.0,123750.0,silver,—,wells fargo dealer services,5750.0,6400.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Ram,1500,SLT,Regular Cab,automatic,3d7jb1ep7bg518511,pa,29.0,58444.0,white,gray,fiserv/security national automotive accept corp,12550.0,12000.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Nissan,Sentra,2,Sedan,automatic,3n1ab6ap1bl649781,il,,39817.0,white,—,international imports llc,9250.0,8500.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Nissan,Xterra,S,SUV,,5n1an0nw9bc518611,pa,,36990.0,silver,—,luxury fleet serv inc,17000.0,16400.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Nissan,Sentra,2.0 S,Sedan,automatic,3n1ab6ap1bl649909,ca,38.0,86269.0,white,gray,rock honda,6325.0,6600.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Porsche,Cayenne,Turbo,SUV,automatic,wp1ac2a21bla81582,tx,49.0,30386.0,black,black,rolls royce motorcars manhattan,56800.0,60000.0,Tue Dec 23 2014 14:00:00 GMT-0800 (PST)
2011,Ram,1500,SLT,Quad Cab,,1d7rv1gp0bs650090,pa,38.0,38266.0,green,black,smith haven chrysler jeep dodge,19800.0,20800.0,Fri Dec 19 2014 09:30:00 GMT-0800 (PST)
2011,Nissan,Versa,1.8 S,Sedan,,3n1bc1ap7bl392629,va,,114442.0,blue,—,wind rider auto outlet inc,4800.0,4800.0,Thu Dec 18 2014 09:05:00 GMT-0800 (PST)
2011,Porsche,Panamera,Base,Sedan,automatic,wp0aa2a71bl012717,tx,46.0,19681.0,black,tan,reeves import motorcars inc,50400.0,48250.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Nissan,Versa,1.6,Sedan,automatic,3n1cc1ap0bl445739,nc,21.0,61671.0,blue,black,afg/champion cu,5850.0,4700.0,Tue Dec 23 2014 09:15:00 GMT-0800 (PST)
2011,Ram,1500,SLT,Crew Cab,automatic,1d7rv1ctxbs627760,oh,43.0,60372.0,silver,gray,exceptional motorcar llc,20100.0,18900.0,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mt8bw575435,mo,41.0,38951.0,silver,gray,nissan-infiniti lt,14750.0,14300.0,Mon Dec 22 2014 11:00:00 GMT-0800 (PST)
2011,Nissan,Versa,1.8 S,Hatchback,,3n1bc1cp7bl452504,nc,19.0,60613.0,white,black,dt credit corporation,6075.0,4600.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2011,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp2bl370180,ca,35.0,73693.0,white,black,metro nissan of montclair,5650.0,6800.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp4bl473133,fl,,42700.0,black,gray,mini of wesley chapel,6625.0,6900.0,Thu Dec 18 2014 09:45:00 GMT-0800 (PST)
2011,Ram,1500,ST,Quad Cab,automatic,1d7rb1gk2bs567466,nc,4.0,70720.0,white,gray,chrysler capital,13050.0,14300.0,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
2011,Nissan,Sentra,2.0 SL,Sedan,automatic,3n1ab6ap2bl632908,il,34.0,37450.0,white,gray,nissan-infiniti lt,9350.0,9500.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Nissan,Versa,1.8 S,Sedan,automatic,3n1bc1apxbl381477,ne,21.0,89630.0,white,black,performance chrysler dodge jeep ram of bellevue,5475.0,4500.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp1bl500868,tx,,41292.0,black,—,titlemax/horizon city tx1,6825.0,3100.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Ram,3500,ST,Crew Cab,automatic,3d73y4cl7bg533552,tx,26.0,147736.0,silver,—,permian toyota,21900.0,21000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp9bl412618,ny,33.0,57931.0,gray,gray,j zap llc,6325.0,6800.0,Tue Dec 30 2014 09:45:00 GMT-0800 (PST)
2011,Nissan,Sentra,2.0 S,Sedan,automatic,3n1ab6ap3bl666064,nj,32.0,73258.0,silver,gray,autolenders liquidation center,7300.0,6500.0,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2011,Ram,1500,Sport,Quad Cab,,1d7rv1gt6bs527584,pa,29.0,44911.0,green,gray,carriage traders,22300.0,20600.0,Fri Dec 19 2014 09:30:00 GMT-0800 (PST)
2011,Porsche,Panamera,S,Sedan,automatic,wp0ab2a77bl060266,nv,36.0,41208.0,brown,beige,gaudin jaguar porsche of las vegas,47600.0,43000.0,Fri Jan 09 2015 11:45:00 GMT-0800 (PST)
2011,Nissan,Sentra,2,Sedan,automatic,3n1ab6ap8bl620567,nc,19.0,64051.0,black,gray,primeritus remarketing / pennsylvania state,8100.0,5500.0,Mon Dec 22 2014 00:00:00 GMT-0800 (PST)
2011,Porsche,Panamera,4,Sedan,automatic,wp0aa2a71bl013771,tx,44.0,41557.0,black,black,rolls royce motorcars manhattan,47100.0,47500.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Ram,1500,ST,Quad Cab,automatic,1d7rb1gp9bs587113,ga,,95769.0,black,black,innovative auto llc,12050.0,11000.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Nissan,Sentra,SE-R Spec V,Sedan,manual,3n1cb6apxbl644054,ga,37.0,34612.0,silver,black,wells fargo dealer services,11150.0,10900.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Ram,1500,SLT,Quad Cab,automatic,1d7rb1gp6bs512322,nc,38.0,73330.0,gray,black,remarketing of america,13700.0,14100.0,Tue Dec 30 2014 09:15:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,,jn8as5mv7bw312855,pa,41.0,61635.0,black,black,nissan-infiniti lt,14050.0,15400.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Nissan,Sentra,2.0 SR,Sedan,automatic,3n1ab6ap4bl730211,tn,26.0,51692.0,black,gray,nissan-infiniti lt,8600.0,8400.0,Tue Dec 23 2014 10:30:00 GMT-0800 (PST)
2011,Ram,1500,Sport,Crew Cab,automatic,1d7rv1ct3bs577428,nv,,63978.0,blue,—,intermountain auto sales,20900.0,21500.0,Fri Dec 19 2014 12:00:00 GMT-0800 (PST)
2011,Nissan,Versa,1.8 SL,Hatchback,,3n1bc1cp1bl434872,tx,44.0,69472.0,blue,gray,landers mclarty honda,5475.0,7800.0,Fri Jan 09 2015 11:00:00 GMT-0800 (PST)
2011,Nissan,Sentra,2.0 S,Sedan,,3n1ab6ap3bl716770,pa,38.0,31239.0,brown,gray,nissan-infiniti lt,9500.0,9200.0,Fri Jan 02 2015 09:00:00 GMT-0800 (PST)
2011,Nissan,Sentra,2.0 SR,Sedan,automatic,3n1ab6ap1bl712670,il,42.0,31290.0,silver,gray,nissan-infiniti lt,9650.0,9600.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Nissan,Xterra,X,SUV,automatic,5n1an0nu3bc506811,fl,2.0,77413.0,black,black,remarketing by ge/summit financial corp,13050.0,9700.0,Tue Dec 30 2014 12:00:00 GMT-0800 (PST)
2011,Ram,2500,SLT,Crew Cab,automatic,3d7tt2ct6bg537398,wi,34.0,103141.0,red,gray,enterprise fleet management exchange  inc.,18200.0,17500.0,Tue Dec 23 2014 10:00:00 GMT-0800 (PST)
2011,Nissan,Sentra,2.0 SR,Sedan,automatic,3n1ab6ap9bl705949,il,38.0,20630.0,—,gray,nissan-infiniti lt,9850.0,8800.0,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
2011,Nissan,Sentra,2,Sedan,automatic,3n1ab6ap2bl665035,nc,26.0,75999.0,burgundy,gray,chrysler capital,7525.0,7800.0,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
2011,Nissan,Sentra,2,Sedan,automatic,3n1ab6ap4bl713859,nc,36.0,71136.0,gray,gray,santander consumer,7750.0,7500.0,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
2011,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cpxbl406097,tx,26.0,82164.0,gray,gray,hopper motorplex inc,5500.0,7300.0,Wed Dec 31 2014 10:15:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,,jn8as5mt5bw576882,tn,43.0,32228.0,black,gray,nissan-infiniti lt,15300.0,14200.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Subaru,Forester,2.5X Premium,SUV,,jf2shadc8bh756273,pa,32.0,29379.0,gray,gray,jpmorgan chase bank n.a.,17650.0,17750.0,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2011,Toyota,Camry,Base,Sedan,automatic,4t1bf3ek7bu736928,ga,28.0,45352.0,—,beige,automotive leasing specialist,10450.0,8500.0,Tue Dec 30 2014 13:10:00 GMT-0800 (PST)
2011,Subaru,Legacy,2.5i Limited,Sedan,,4s3bmbk6xb3238563,pa,29.0,30459.0,red,black,jpmorgan chase bank n.a.,16000.0,14700.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Toyota,Camry,Base,Sedan,automatic,4t4bf3ek5br133546,tx,,65150.0,black,—,all american chevrolet of killeen,10150.0,9400.0,Fri Dec 19 2014 10:00:00 GMT-0800 (PST)
2011,smart,fortwo,passion coupe,Hatchback,automatic,wmeej3ba8bk431754,ny,,21824.0,white,gray,g stone motors inc,5575.0,4850.0,Thu Dec 18 2014 09:45:00 GMT-0800 (PST)
2011,Toyota,Camry Hybrid,Base,Sedan,automatic,4t1bb3ekxbu129286,fl,27.0,34894.0,gold,gray,daytona toyota,15250.0,13350.0,Wed Dec 17 2014 15:00:00 GMT-0800 (PST)
2011,Subaru,Legacy,2.5i Premium,Sedan,automatic,4s3bmbg67b3217369,fl,,22843.0,blue,black,coconut creek auto mall,13700.0,14600.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Toyota,Camry Hybrid,Base,Sedan,automatic,4t1bb3ek8bu138276,ne,36.0,64256.0,green,tan,eckley auto brokers inc,13550.0,12900.0,Tue Dec 23 2014 11:00:00 GMT-0800 (PST)
2011,Scion,tC,Base,Hatchback,automatic,jtkjf5c78b3009239,tx,,36976.0,purple,—,brown chevy buick pontiac gmc of eagle pass,11550.0,12000.0,Wed Dec 17 2014 10:00:00 GMT-0800 (PST)
2011,Subaru,Impreza,Outback Sport,Hatchback,automatic,jf1gh6d6xbh830598,va,33.0,29684.0,black,beige,jpmorgan chase bank n.a.,15450.0,15000.0,Thu Dec 18 2014 09:20:00 GMT-0800 (PST)
2011,Subaru,Impreza,WRX,Hatchback,manual,jf1gr7e65bg824568,va,36.0,30163.0,blue,black,jpmorgan chase bank n.a.,21000.0,21300.0,Thu Dec 18 2014 09:20:00 GMT-0800 (PST)
2011,Subaru,Impreza,2.5i Premium,Hatchback,,jf1gh6b60bh820701,pa,37.0,38784.0,silver,black,jpmorgan chase bank n.a.,13300.0,13000.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Subaru,Outback,2.5i,Wagon,,4s4brbac3b3356717,pa,43.0,44192.0,green,gray,jpmorgan chase bank n.a.,14400.0,17000.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Subaru,Forester,2.5X,SUV,,jf2shabc8bh730842,pa,43.0,33583.0,silver,black,jpmorgan chase bank n.a.,16550.0,16600.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Toyota,4Runner,SR5,SUV,,jtebu5jr8b5074002,pa,,45355.0,gray,—,luxury fleet serv inc,25000.0,24200.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Toyota,Avalon,Base,Sedan,automatic,4t1bk3db8bu388103,nv,23.0,68986.0,white,beige,rock springs honda toyota,15950.0,14800.0,Fri Jan 09 2015 11:45:00 GMT-0800 (PST)
2011,Toyota,4Runner,Limited,SUV,automatic,jtezu5jr6b5024259,pr,38.0,57625.0,black,gray,toyota credit de puerto rico,23000.0,20400.0,Thu Jan 15 2015 03:00:00 GMT-0800 (PST)
2011,Toyota,Camry,LE,Sedan,automatic,4t1bf3ek5bu739892,fl,38.0,73539.0,red,tan,santander consumer,9725.0,10500.0,Thu Dec 18 2014 09:50:00 GMT-0800 (PST)
2011,Suzuki,SX4,SportBack Technology,Hatchback,automatic,js2ya5a5xb6300710,il,3.0,80081.0,blue,gray,ally,5425.0,5100.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Subaru,Forester,2.5X Premium,SUV,,jf2shadc5bh729015,pa,28.0,24679.0,red,gray,jpmorgan chase bank n.a.,18650.0,16600.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Subaru,Impreza,WRX STI,Sedan,,jf1gv8j64bl505855,pa,37.0,44134.0,gray,black,pohanka lexus,24900.0,25500.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Toyota,Camry,LE,Sedan,automatic,4t4bf3ek5br216555,oh,36.0,55118.0,gray,gray,toyota financial services,10650.0,10300.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2011,Toyota,4Runner,SR5,SUV,automatic,jtezu5jr0b5024922,tx,38.0,85528.0,black,brown,wheels exchange llc,21500.0,19500.0,Wed Feb 11 2015 02:15:00 GMT-0800 (PST)
2011,Subaru,Outback,2.5i Limited,Wagon,automatic,4s4brbkc9b3411539,va,22.0,24430.0,gray,black,jpmorgan chase bank n.a.,18850.0,17100.0,Thu Jan 15 2015 01:20:00 GMT-0800 (PST)
2011,Toyota,Camry,LE,Sedan,automatic,4t1bf3ek7bu633900,ga,29.0,129136.0,blue,beige,remarketing by ge/summit financial corp,7275.0,7500.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Subaru,Outback,2.5i Limited,Wagon,automatic,4s4brblc9b3382865,pa,26.0,50987.0,blue,gray,jpmorgan chase bank n.a.,17300.0,17100.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Scion,tC,Base,Hatchback,automatic,jtkjf5c73b3001274,il,31.0,15081.0,black,black,riverside auto sales inc,12650.0,11900.0,Thu Feb 19 2015 02:00:00 GMT-0800 (PST)
2011,Scion,xB,Base,Wagon,,jtlze4fexb1134471,pa,19.0,56771.0,black,black,toyota motor sales usa inc,9675.0,8700.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Toyota,Camry,LE,Sedan,automatic,4t4bf3ek9br219488,nc,28.0,34205.0,black,gray,hanesbrands credit union,11650.0,9200.0,Mon Jan 19 2015 01:30:00 GMT-0800 (PST)
2011,Suzuki,SX4,LE,Sedan,automatic,js2yc5a28b6304027,ga,35.0,38329.0,silver,black,td auto finance,5750.0,6200.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Toyota,Camry,LE,Sedan,automatic,4t1bf3ek0bu118477,az,38.0,58075.0,gray,gray,ge fleet services for itself/servicer,10450.0,12100.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Subaru,Outback,2.5i Premium,Wagon,automatic,4s4brbbc7b3419297,pa,35.0,51754.0,black,tan,ge fleet services for itself/servicer,16100.0,14700.0,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
2011,Toyota,Camry,LE,Sedan,automatic,4t1bf3ek2bu687511,oh,19.0,12076.0,green,gray,toyota financial services,12600.0,11100.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2011,Subaru,Outback,2.5i Limited,Wagon,automatic,4s4brbkcxb3351464,ny,,148323.0,red,gray,romeo kia of kingston,11300.0,8400.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2011,Subaru,Legacy,2.5i Premium,Sedan,,4s3bmbb65b3249972,pa,34.0,35565.0,black,beige,jpmorgan chase bank n.a.,13100.0,12800.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Subaru,Forester,2.5X Premium,SUV,,jf2shadc7bh728870,pa,39.0,36882.0,black,gray,jpmorgan chase bank n.a.,16900.0,17750.0,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2011,Toyota,Avalon,Limited,Sedan,automatic,4t1bk3db7bu394362,wi,21.0,68059.0,burgundy,black,ashland motorcars llc,17950.0,15800.0,Wed Dec 31 2014 10:00:00 GMT-0800 (PST)
2011,Subaru,Legacy,3.6R Limited,Sedan,automatic,4s3bmdk68b2264645,oh,2.0,90255.0,gray,black,santander consumer,13000.0,11100.0,Tue Jan 06 2015 04:00:00 GMT-0800 (PST)
2011,Toyota,Camry,Base,Sedan,automatic,4t1bf3ek1bu686236,ga,45.0,44588.0,gold,beige,world omni financial corporation,10900.0,10800.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Toyota,Camry Hybrid,Base,Sedan,automatic,4t1bb3ek1bu138197,nc,44.0,44470.0,gray,gray,ge fleet services for itself/servicer,14300.0,13900.0,Tue Dec 30 2014 09:15:00 GMT-0800 (PST)
2011,Toyota,4Runner,Limited,SUV,automatic,jtebu5jr0b5047795,pr,4.0,71891.0,beige,black,oriental bank,23200.0,21700.0,Thu Jan 08 2015 11:30:00 GMT-0800 (PST)
2011,Toyota,Camry,LE,Sedan,automatic,4t1bf3ek3bu581794,ga,26.0,48897.0,white,gray,remarketing by ge/summit financial corp,10900.0,9800.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Scion,xB,Base,Wagon,automatic,jtlze4fe6b1135181,nj,24.0,24147.0,—,black,toyota financial services,13700.0,10800.0,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2011,Toyota,Camry,LE,Sedan,automatic,4t1bf3ek1bu697897,ma,29.0,106398.0,silver,gray,remarketing by ge/penske truck lsg fleet sales,8475.0,8300.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2011,Scion,xB,Base,Wagon,automatic,jtlze4fe2b1132312,va,36.0,84716.0,purple,black,pohanka honda of fredericksburg,8050.0,7600.0,Mon Dec 29 2014 09:35:00 GMT-0800 (PST)
2011,Toyota,Avalon,Base,Sedan,automatic,4t1bk3db8bu389199,fl,,52693.0,black,tan,braman motorcars,16850.0,16000.0,Fri Dec 19 2014 09:35:00 GMT-0800 (PST)
2011,Toyota,Camry,LE,Sedan,automatic,4t4bf3ekxbr184962,oh,25.0,20493.0,black,gray,toyota financial services,12000.0,10700.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2011,Subaru,Outback,2.5i Limited,Wagon,,4s4brbkc7b3390187,pa,33.0,51636.0,gray,black,jpmorgan chase bank n.a.,17200.0,16000.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Subaru,Outback,2.5i Premium,Wagon,automatic,4s4brbcc1b3363727,va,19.0,64320.0,blue,gray,blue knob auto sales inc,14500.0,13200.0,Thu Dec 18 2014 09:05:00 GMT-0800 (PST)
2011,Toyota,Camry,LE,Sedan,automatic,4t4bf3ek4br206129,oh,41.0,32029.0,black,gray,toyota financial services,11700.0,12000.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2011,Toyota,Camry,LE,Sedan,automatic,4t4bf3ek9br209835,nj,,70957.0,black,—,aunlimited inc,9850.0,10100.0,Wed Dec 17 2014 09:30:00 GMT-0800 (PST)
2011,Toyota,Avalon,Base,Sedan,,4t1bk3db9bu419102,pa,,60699.0,white,—,euro motorcars inc,16550.0,16800.0,Fri Dec 19 2014 09:15:00 GMT-0800 (PST)
2011,Toyota,4Runner,Limited,SUV,automatic,jtebu5jrxb5066435,fl,27.0,88533.0,white,beige,firkins chrysler jeep dodge,28100.0,27250.0,Tue Dec 30 2014 12:15:00 GMT-0800 (PST)
2011,Subaru,Forester,2.5X Premium,SUV,automatic,jf2shacc8bh718124,fl,34.0,60853.0,white,gray,wheels exchange llc,15100.0,12900.0,Wed Dec 17 2014 09:10:00 GMT-0800 (PST)
2011,Subaru,Outback,2.5i Premium,Wagon,automatic,4s4brcbc0b3407644,ne,34.0,54028.0,silver,black,ge fleet services for itself/servicer,15400.0,14800.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Subaru,Impreza,2.5i,Sedan,,jf1ge6a62bh516876,pa,19.0,29102.0,gray,black,jpmorgan chase bank n.a.,11750.0,10600.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Subaru,Forester,2.5X,SUV,,jf2shabcxbh768072,pa,43.0,21944.0,silver,gray,jpmorgan chase bank n.a.,17400.0,18200.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Toyota,4Runner,SR5,SUV,automatic,jtezu5jr6b5025086,la,,101419.0,white,—,courtesy chevrolet cadillac,19700.0,18800.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Subaru,Legacy,2.5i,Sedan,automatic,4s3bmba60b3261934,ny,,107362.0,blue,gray,big als auto outlet inc,7800.0,8500.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2011,Subaru,Forester,2.5X,SUV,automatic,jf2shabc0bh755184,pa,28.0,40561.0,white,silver,jpmorgan chase bank n.a.,15200.0,14600.0,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2011,Subaru,Legacy,3.6R Limited,Sedan,,4s3bmdl64b2244777,pa,19.0,35801.0,silver,black,jpmorgan chase bank n.a.,17750.0,14000.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Subaru,Legacy,2.5i Premium,Sedan,,4s3bmbc60b3263017,pa,29.0,31890.0,brown,beige,jpmorgan chase bank n.a.,13350.0,11000.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Toyota,Camry Hybrid,Base,Sedan,automatic,4t1bb3ek0bu143178,oh,36.0,114475.0,—,gray,mike albert limited,10950.0,10100.0,Thu Jan 22 2015 02:00:00 GMT-0800 (PST)
2011,Subaru,Outback,2.5i Premium,Wagon,automatic,4s4brcbcxb3425861,mi,37.0,73844.0,black,beige,ge fleet services for itself/servicer,13750.0,14900.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2011,Toyota,4Runner,SR5,SUV,automatic,jtezu5jr2b5015915,ga,35.0,87673.0,silver,black,world omni financial corporation,20700.0,19800.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Toyota,Camry,LE,Sedan,automatic,4t4bf3ek7br150882,mn,32.0,22404.0,blue,tan,toyota financial services,12150.0,10500.0,Wed Dec 17 2014 10:30:00 GMT-0800 (PST)
2011,Subaru,Impreza,2.5i Premium,Hatchback,automatic,jf1gh6b66bh828916,va,34.0,17398.0,blue,gray,jpmorgan chase bank n.a.,14600.0,13300.0,Thu Dec 18 2014 09:20:00 GMT-0800 (PST)
2011,Scion,xB,Base,Wagon,manual,jtlze4fe2b1125862,ca,37.0,29519.0,blue,black,reliance motors llc,10950.0,11300.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Subaru,Impreza,2.5i,Sedan,automatic,jf1ge6a60bh517301,ma,3.0,56865.0,silver,black,larry h. miller fleet lease,10550.0,9200.0,Tue Jan 13 2015 10:00:00 GMT-0800 (PST)
2011,Subaru,Impreza,2.5i Premium,Sedan,,jf1ge6b61bh513529,pa,19.0,32524.0,blue,black,jpmorgan chase bank n.a.,12600.0,11600.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Toyota,Camry,LE,Sedan,automatic,4t1bf3ek5bu128910,fl,33.0,59400.0,gray,gray,santander consumer,10400.0,10500.0,Thu Dec 18 2014 09:50:00 GMT-0800 (PST)
2011,Ram,Dakota,ST,Extended Cab,automatic,1d7re2bk0bs537788,wa,3.0,102961.0,white,gray,enterprise fleet management exchange  inc.,7300.0,7300.0,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2011,Subaru,Forester,2.5X Premium,SUV,automatic,jf2shbdc5bh732406,ne,36.0,42015.0,blue,gray,eckley auto brokers inc,16850.0,16600.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Subaru,Impreza,WRX STI,Sedan,manual,jf1gv8j66bl514072,fl,26.0,41824.0,black,black,david j leahy jr,26200.0,25800.0,Thu Jan 15 2015 01:15:00 GMT-0800 (PST)
2011,Toyota,Camry,LE,Sedan,automatic,4t1bf3ek7bu727839,ca,39.0,48044.0,gray,gray,aaero sweet company,10950.0,11000.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2011,Toyota,4Runner,Limited,SUV,automatic,jtebu5jr7b5036244,fl,37.0,65813.0,silver,black,courtesy toyota of brandon,27900.0,26000.0,Thu Dec 18 2014 09:45:00 GMT-0800 (PST)
2011,Toyota,Camry,LE,Sedan,,4t1bf3ek8bu219010,pa,19.0,38823.0,black,beige,world omni financial corporation,11350.0,10500.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Subaru,Legacy,2.5i Premium,Sedan,,4s3bmbc66b3264866,va,41.0,44406.0,white,gray,jpmorgan chase bank n.a.,12300.0,13500.0,Thu Dec 18 2014 09:20:00 GMT-0800 (PST)
2011,Subaru,Forester,2.5X Premium,SUV,,jf2shadc8bh783859,pa,27.0,33505.0,red,gray,jpmorgan chase bank n.a.,17850.0,17000.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Toyota,Camry Hybrid,Base,Sedan,automatic,4t1bb3ekxbu140434,pa,3.0,58176.0,—,gray,ge fleet services for itself/servicer,14200.0,12700.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Saab,9-5,Turbo4 Premium,Sedan,automatic,ys3gn4ar7b4003583,pr,45.0,74253.0,white,black,scotiabank de puerto rico,11200.0,11500.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Subaru,Legacy,2.5i Premium,Sedan,manual,4s3bmag67b1248675,pa,19.0,38910.0,silver,black,jpmorgan chase bank n.a.,12900.0,11600.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Subaru,Impreza,WRX STI,Sedan,automatic,jf1gv8j68bl521041,tx,41.0,29341.0,white,black,j & j auto & truck sales,26400.0,27200.0,Tue Dec 23 2014 10:10:00 GMT-0800 (PST)
2011,Toyota,4Runner,Limited,SUV,automatic,jtebu5jr6b5073849,wi,42.0,56343.0,black,black,elmhurst auto group ltd,28700.0,30000.0,Wed Jan 07 2015 10:00:00 GMT-0800 (PST)
2011,Toyota,Camry,Base,Sedan,,4t4bf3ek5br178003,pa,27.0,85480.0,white,gray,world omni financial corporation,9375.0,9100.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
